name,createdAt,updatedAt,pullRequests,releases,primaryLanguage,issuesclosed,issuesopen,url,stargazerCount
AndroidSlidingUpPanel,2013-05-31T18:33:53Z,2022-09-07T16:13:47Z,81,8,Java,558,264,https://github.com/umano/AndroidSlidingUpPanel,9430
PocketHub,2011-09-08T16:52:50Z,2022-09-11T08:57:24Z,379,1,Java,536,124,https://github.com/pockethub/PocketHub,9422
spark,2011-05-05T11:52:05Z,2022-09-11T01:12:11Z,270,0,Java,547,190,https://github.com/perwendel/spark,9355
DanmakuFlameMaster,2013-08-11T12:18:50Z,2022-09-12T01:04:25Z,41,5,Java,154,251,https://github.com/bilibili/DanmakuFlameMaster,9335
mall-swarm,2019-11-25T06:55:31Z,2022-09-11T04:21:50Z,0,2,Java,77,26,https://github.com/macrozheng/mall-swarm,9330
Mycat-Server,2014-12-04T02:46:54Z,2022-09-08T08:46:06Z,991,7,Java,787,914,https://github.com/MyCATApache/Mycat-Server,9314
Java-WebSocket,2010-01-20T23:33:04Z,2022-09-12T00:40:24Z,277,14,Java,884,29,https://github.com/TooTallNate/Java-WebSocket,9296
newbee-mall,2019-09-21T03:56:04Z,2022-09-10T14:15:49Z,3,0,Java,52,2,https://github.com/newbee-ltd/newbee-mall,9245
MagicIndicator,2016-06-26T08:20:43Z,2022-09-11T06:56:14Z,5,12,Java,98,179,https://github.com/hackware1993/MagicIndicator,9244
android-interview-questions,2017-07-09T18:47:24Z,2022-09-11T18:11:08Z,71,0,Java,16,13,https://github.com/MindorksOpenSource/android-interview-questions,9183
android-gif-drawable,2013-01-30T01:37:46Z,2022-09-11T14:24:25Z,111,57,Java,623,35,https://github.com/koral--/android-gif-drawable,9178
spring-boot-api-project-seed,2017-06-23T10:06:30Z,2022-09-11T04:23:14Z,1,4,Java,104,92,https://github.com/lihengming/spring-boot-api-project-seed,9161
questdb,2014-04-28T23:29:15Z,2022-09-11T19:16:36Z,1328,54,Java,663,279,https://github.com/questdb/questdb,9144
MaterialDesignLibrary,2014-09-30T07:37:17Z,2022-09-08T12:42:40Z,20,3,Java,119,215,https://github.com/navasmdc/MaterialDesignLibrary,9074
JsBridge,2015-02-26T12:10:58Z,2022-09-11T13:39:56Z,27,0,Java,87,137,https://github.com/lzyzsd/JsBridge,9071
OpenRefine,2012-10-15T02:22:48Z,2022-09-11T22:25:44Z,2073,37,Java,2008,647,https://github.com/OpenRefine/OpenRefine,8981
Activiti,2012-09-13T11:34:43Z,2022-09-11T09:42:35Z,1404,33,Java,1653,412,https://github.com/Activiti/Activiti,8935
jvm,2018-06-23T01:12:59Z,2022-09-11T13:01:27Z,13,0,Java,4,11,https://github.com/doocs/jvm,8897
storm,2011-09-17T07:55:13Z,2022-09-09T13:06:42Z,144,0,Java,0,0,https://github.com/nathanmarz/storm,8895
VirtualApp,2016-07-06T13:25:23Z,2022-09-11T11:44:31Z,141,0,Java,0,0,https://github.com/asLody/VirtualApp,8892
DSA-Bootcamp-Java,2021-07-30T12:23:25Z,2022-09-11T21:58:20Z,230,0,Java,94,11,https://github.com/kunal-kushwaha/DSA-Bootcamp-Java,8783
StatusBarUtil,2016-02-15T03:06:06Z,2022-09-07T11:07:04Z,6,0,Java,179,106,https://github.com/laobie/StatusBarUtil,8780
Android-PullToRefresh,2011-11-29T09:59:56Z,2022-09-09T14:06:48Z,30,0,Java,0,0,https://github.com/chrisbanes/Android-PullToRefresh,8757
VirtualAPK,2017-06-29T07:25:05Z,2022-09-08T01:20:14Z,9,4,Java,249,109,https://github.com/didi/VirtualAPK,8739
AndroidNote,2016-01-04T23:51:36Z,2022-09-09T11:57:22Z,11,0,Java,52,49,https://github.com/GcsSloop/AndroidNote,8709
dolphinscheduler,2019-03-01T16:39:25Z,2022-09-11T13:15:55Z,4960,29,Java,4512,902,https://github.com/apache/dolphinscheduler,8666
AgentWeb,2017-05-12T07:45:56Z,2022-09-10T03:23:56Z,10,19,Java,918,75,https://github.com/Justson/AgentWeb,8641
CoreNLP,2013-06-27T21:13:49Z,2022-09-11T23:05:11Z,95,10,Java,864,160,https://github.com/stanfordnlp/CoreNLP,8623
Calligraphy,2013-12-20T02:35:45Z,2022-09-04T08:47:48Z,67,4,Java,307,82,https://github.com/chrisjenx/Calligraphy,8614
testing-samples,2014-10-11T03:51:27Z,2022-09-08T09:05:31Z,156,0,Java,121,76,https://github.com/android/testing-samples,8611
jjwt,2014-09-13T01:06:24Z,2022-09-11T08:05:40Z,174,0,Java,439,52,https://github.com/jwtk/jjwt,8551
Android_Data,2015-04-04T01:37:44Z,2022-09-10T15:39:18Z,5,0,Java,5,2,https://github.com/Freelander/Android_Data,8542
cim,2018-05-20T15:55:56Z,2022-09-11T16:24:58Z,22,7,Java,54,34,https://github.com/crossoverJie/cim,8519
android-gpuimage,2012-10-04T08:11:58Z,2022-09-10T01:11:47Z,70,0,Java,85,323,https://github.com/cats-oss/android-gpuimage,8490
awesome-java-leetcode,2017-04-17T15:51:41Z,2022-09-11T09:54:48Z,1,0,Java,21,5,https://github.com/Blankj/awesome-java-leetcode,8439
BottomBar,2016-03-16T01:31:05Z,2022-09-08T03:04:39Z,67,4,Java,480,262,https://github.com/roughike/BottomBar,8437
CalendarView,2017-03-11T07:16:09Z,2022-09-11T05:04:02Z,8,0,Java,370,423,https://github.com/huanghaibin-dev/CalendarView,8414
buck,2013-04-17T18:12:18Z,2022-09-11T08:31:23Z,107,57,Java,1277,199,https://github.com/facebook/buck,8379
junit4,2009-01-13T03:41:26Z,2022-09-11T06:31:02Z,459,13,Java,710,109,https://github.com/junit-team/junit4,8355
COLA,2018-02-06T13:46:27Z,2022-09-12T01:07:39Z,60,9,Java,212,12,https://github.com/alibaba/COLA,8338
feign,2013-06-26T23:28:16Z,2022-09-11T21:13:25Z,673,24,Java,710,146,https://github.com/OpenFeign/feign,8304
Android-SpinKit,2016-03-20T08:40:51Z,2022-09-09T16:10:56Z,12,0,Java,19,54,https://github.com/ybq/Android-SpinKit,8283
dropwizard,2011-01-19T19:52:29Z,2022-09-10T11:42:14Z,3403,127,Java,1452,14,https://github.com/dropwizard/dropwizard,8278
resilience4j,2015-06-03T09:21:01Z,2022-09-11T04:56:08Z,584,29,Java,864,120,https://github.com/resilience4j/resilience4j,8265
metersphere,2020-02-03T02:06:12Z,2022-09-11T02:30:51Z,10194,160,Java,5766,329,https://github.com/metersphere/metersphere,8260
quickstart-android,2016-04-26T17:13:27Z,2022-09-09T22:51:47Z,503,0,Java,718,26,https://github.com/firebase/quickstart-android,8212
MaterialViewPager,2015-04-24T17:53:15Z,2022-09-06T16:56:22Z,27,11,Java,147,180,https://github.com/florent37/MaterialViewPager,8204
cryptomator,2014-02-02T00:43:47Z,2022-09-11T23:36:24Z,210,133,Java,1546,265,https://github.com/cryptomator/cryptomator,8166
tech-interview-for-developer,2019-06-09T04:42:57Z,2022-09-12T00:31:50Z,110,0,Java,34,2,https://github.com/gyoogle/tech-interview-for-developer,8166
AndResGuard,2015-10-11T11:48:06Z,2022-09-09T13:27:16Z,37,4,Java,312,147,https://github.com/shwenzhang/AndResGuard,8083
atlas,2017-02-28T06:31:43Z,2022-09-09T11:56:32Z,32,7,Java,249,83,https://github.com/alibaba/atlas,8076
Android-Debug-Database,2016-11-16T14:20:24Z,2022-09-11T22:39:30Z,36,12,Java,93,68,https://github.com/amitshekhariitbhu/Android-Debug-Database,8045
epoxy,2016-08-08T23:05:11Z,2022-09-12T00:45:42Z,431,70,Java,570,266,https://github.com/airbnb/epoxy,7999
airbyte,2020-07-27T23:55:54Z,2022-09-12T00:36:12Z,7034,260,Java,5259,2615,https://github.com/airbytehq/airbyte,7935
hsweb-framework,2016-01-18T03:51:39Z,2022-09-11T17:46:37Z,52,25,Java,127,4,https://github.com/hs-web/hsweb-framework,7904
material-theme-jetbrains,2015-09-23T07:15:04Z,2022-09-11T18:41:45Z,69,17,Java,1773,1,https://github.com/ChrisRM/material-theme-jetbrains,7898
SimianArmy,2012-07-06T22:00:05Z,2022-09-12T01:02:03Z,191,4,Java,67,39,https://github.com/Netflix/SimianArmy,7893
HomeMirror,2015-08-23T03:20:08Z,2022-09-10T13:40:23Z,11,0,Java,21,32,https://github.com/HannahMitt/HomeMirror,7890
LitePal,2013-02-20T03:20:07Z,2022-09-11T02:55:02Z,1,0,Java,725,71,https://github.com/guolindev/LitePal,7881
Jetpack-MVVM-Best-Practice,2019-10-31T05:21:01Z,2022-09-11T05:48:40Z,66,0,Java,48,2,https://github.com/KunMinX/Jetpack-MVVM-Best-Practice,7857
hugo,2013-11-25T09:16:40Z,2022-09-11T09:21:33Z,24,0,Java,66,53,https://github.com/JakeWharton/hugo,7841
Signal-Server,2013-12-09T07:10:36Z,2022-09-11T12:27:15Z,20,0,Java,0,0,https://github.com/signalapp/Signal-Server,7811
react-native-image-picker,2015-06-08T20:25:31Z,2022-09-11T13:15:33Z,248,108,Java,1341,131,https://github.com/react-native-image-picker/react-native-image-picker,7720
RxLifecycle,2015-07-20T13:32:23Z,2022-09-08T12:09:48Z,131,22,Java,177,1,https://github.com/trello/RxLifecycle,7708
shardingsphere-elasticjob,2015-09-11T11:28:52Z,2022-09-09T16:28:24Z,784,27,Java,1048,119,https://github.com/apache/shardingsphere-elasticjob,7678
SpringCloud,2017-07-23T14:28:08Z,2022-09-11T15:08:57Z,81,0,Java,81,40,https://github.com/zhoutaoo/SpringCloud,7657
tsunami-security-scanner,2020-06-03T16:20:00Z,2022-09-11T16:01:03Z,6,14,Java,39,30,https://github.com/google/tsunami-security-scanner,7650
metrics,2010-02-26T19:44:42Z,2022-09-11T11:57:20Z,1557,92,Java,630,9,https://github.com/dropwizard/metrics,7619
UltimateAndroidReference,2017-04-10T07:28:27Z,2022-09-11T12:17:02Z,60,0,Java,12,0,https://github.com/aritraroy/UltimateAndroidReference,7559
QtScrcpy,2019-06-23T04:12:17Z,2022-09-11T23:02:14Z,81,26,Java,277,264,https://github.com/barry-ran/QtScrcpy,7551
RxJava-Android-Samples,2014-07-23T05:13:52Z,2022-09-05T12:55:41Z,42,0,Java,49,5,https://github.com/kaushikgopal/RxJava-Android-Samples,7541
languagetool,2013-08-08T16:37:22Z,2022-09-12T00:53:51Z,1886,0,Java,3021,1610,https://github.com/languagetool-org/languagetool,7519
cassandra,2009-05-21T02:10:09Z,2022-09-11T16:16:58Z,24,0,Java,0,0,https://github.com/apache/cassandra,7517
kkFileView,2017-12-12T11:41:08Z,2022-09-10T15:35:32Z,138,10,Java,50,151,https://github.com/kekingcn/kkFileView,7438
litho,2017-01-27T03:59:11Z,2022-09-10T02:50:37Z,51,49,Java,302,78,https://github.com/facebook/litho,7424
debezium,2016-01-22T20:17:05Z,2022-09-11T06:24:32Z,3091,0,Java,0,0,https://github.com/debezium/debezium,7412
jna,2011-04-29T13:30:29Z,2022-09-10T15:54:12Z,552,0,Java,641,70,https://github.com/java-native-access/jna,7385
subsampling-scale-image-view,2013-08-26T16:45:25Z,2022-09-09T06:57:27Z,30,21,Java,477,31,https://github.com/davemorrissey/subsampling-scale-image-view,7372
otter,2013-08-09T09:31:22Z,2022-09-11T16:20:56Z,43,10,Java,716,294,https://github.com/alibaba/otter,7346
hellocharts-android,2014-10-12T09:12:37Z,2022-09-11T13:46:24Z,22,14,Java,226,281,https://github.com/lecho/hellocharts-android,7346
AndroidPdfViewer,2016-06-02T20:21:21Z,2022-09-09T15:26:20Z,23,0,Java,432,600,https://github.com/barteksc/AndroidPdfViewer,7336
vjtools,2018-05-29T09:07:08Z,2022-09-09T17:30:51Z,32,9,Java,108,33,https://github.com/vipshop/vjtools,7315
JsonPath,2011-01-24T13:19:19Z,2022-09-11T00:39:17Z,211,8,Java,282,242,https://github.com/json-path/JsonPath,7297
dagger,2012-08-02T23:25:32Z,2022-09-09T13:06:43Z,245,0,Java,208,59,https://github.com/square/dagger,7297
MyBookshelf,2018-06-12T03:48:07Z,2022-09-11T15:48:53Z,156,165,Java,172,230,https://github.com/gedoor/MyBookshelf,7295
AndroidAsync,2012-08-24T07:27:04Z,2022-09-10T09:19:25Z,91,0,Java,235,331,https://github.com/koush/AndroidAsync,7288
checkstyle,2013-08-31T02:05:05Z,2022-09-11T09:40:22Z,4912,119,Java,3831,679,https://github.com/checkstyle/checkstyle,7267
agera,2015-12-17T13:22:58Z,2022-09-09T11:58:32Z,94,16,Java,46,4,https://github.com/google/agera,7265
Android-Bootstrap,2013-11-01T15:36:17Z,2022-09-11T08:57:24Z,48,5,Java,132,25,https://github.com/Bearded-Hen/Android-Bootstrap,7264
dataease,2021-02-02T04:10:21Z,2022-09-12T01:07:02Z,1960,35,Java,956,98,https://github.com/dataease/dataease,7260
EhViewer,2014-05-14T12:03:52Z,2022-09-11T04:11:57Z,57,97,Java,400,197,https://github.com/seven332/EhViewer,7257
sweet-alert-dialog,2014-10-19T09:24:09Z,2022-09-09T11:58:11Z,2,2,Java,48,144,https://github.com/pedant/sweet-alert-dialog,7255
UltimateRecyclerView,2015-01-28T02:27:45Z,2022-09-09T13:44:33Z,82,9,Java,207,183,https://github.com/cymcsg/UltimateRecyclerView,7237
ShortcutBadger,2013-11-15T12:51:52Z,2022-09-09T12:07:55Z,47,0,Java,131,172,https://github.com/leolin310148/ShortcutBadger,7216
TakePhoto,2015-08-04T02:05:32Z,2022-09-08T02:25:18Z,8,15,Java,140,421,https://github.com/crazycodeboy/TakePhoto,7202
spider-flow,2020-03-27T11:07:15Z,2022-09-11T19:43:49Z,6,2,Java,26,1,https://github.com/ssssssss-team/spider-flow,7172
WeChatLuckyMoney,2015-09-30T16:11:20Z,2022-09-09T13:06:28Z,39,20,Java,0,0,https://github.com/geeeeeeeeek/WeChatLuckyMoney,7156
android-classyshark,2015-10-12T13:40:48Z,2022-09-10T04:31:02Z,97,17,Java,65,38,https://github.com/google/android-classyshark,7151
ActionBarSherlock,2011-03-07T17:28:54Z,2022-09-11T08:57:24Z,84,32,Java,797,85,https://github.com/JakeWharton/ActionBarSherlock,7141
sonarqube,2011-01-05T11:05:17Z,2022-09-10T07:20:35Z,2187,31,Java,0,0,https://github.com/SonarSource/sonarqube,7138
supertokens-core,2020-01-05T13:30:52Z,2022-09-12T00:16:43Z,138,14,Java,261,72,https://github.com/supertokens/supertokens-core,7105
spring-security,2012-01-10T21:50:57Z,2022-09-11T14:27:24Z,946,113,Java,9026,749,https://github.com/spring-projects/spring-security,7082
MVVMHabit,2017-07-21T10:38:40Z,2022-09-07T10:41:18Z,0,3,Java,89,5,https://github.com/goldze/MVVMHabit,7078
shenyu,2018-07-11T08:17:45Z,2022-09-10T21:56:15Z,1996,7,Java,1441,142,https://github.com/apache/shenyu,7068
algs4,2015-08-31T09:28:49Z,2022-09-07T11:16:01Z,7,0,Java,48,12,https://github.com/kevin-wayne/algs4,7062
swagger-core,2011-07-05T23:44:11Z,2022-09-11T17:47:15Z,1124,76,Java,2056,648,https://github.com/swagger-api/swagger-core,7046
RePlugin,2017-06-08T09:39:09Z,2022-09-09T12:30:16Z,142,17,Java,527,327,https://github.com/Qihoo360/RePlugin,7020
SpringCloud-Learning,2016-08-21T03:39:52Z,2022-09-11T15:26:14Z,2,0,Java,11,15,https://github.com/dyc87112/SpringCloud-Learning,7008
SmartTabLayout,2015-02-14T11:25:51Z,2022-09-11T04:05:43Z,15,0,Java,164,120,https://github.com/ogaclejapan/SmartTabLayout,6998
Mapper,2014-11-21T11:02:10Z,2022-09-11T15:44:52Z,29,2,Java,425,352,https://github.com/abel533/Mapper,6945
cachecloud,2016-01-26T05:46:01Z,2022-09-10T18:26:07Z,9,6,Java,234,8,https://github.com/sohutv/cachecloud,6935
LeetCode,2020-01-11T01:02:02Z,2022-09-11T15:37:30Z,1,0,Java,5,0,https://github.com/yuanguangxin/LeetCode,6877
SmartTubeNext,2020-07-28T12:53:52Z,2022-09-11T19:42:10Z,519,77,Java,258,978,https://github.com/yuliskov/SmartTubeNext,6875
okhttputils,2015-08-17T14:53:29Z,2022-09-11T21:07:50Z,9,0,Java,0,0,https://github.com/hongyangAndroid/okhttputils,6866
im-server,2019-01-23T15:21:28Z,2022-09-11T18:51:19Z,7,72,Java,480,8,https://github.com/wildfirechat/im-server,6799
ruoyi-vue-pro,2021-01-24T03:18:25Z,2022-09-12T00:34:17Z,16,12,Java,134,8,https://github.com/YunaiV/ruoyi-vue-pro,6798
elasticsearch-sql,2014-08-24T14:26:31Z,2022-09-09T03:07:43Z,93,193,Java,648,287,https://github.com/NLPchina/elasticsearch-sql,6753
Timber,2015-06-12T16:43:55Z,2022-09-10T18:15:28Z,89,5,Java,134,189,https://github.com/naman14/Timber,6748
DroidPlugin,2015-08-27T11:14:57Z,2022-09-03T05:45:39Z,28,2,Java,188,222,https://github.com/DroidPluginTeam/DroidPlugin,6741
xmall,2017-07-28T01:49:49Z,2022-09-10T14:15:48Z,0,0,Java,28,11,https://github.com/Exrick/xmall,6729
flyway,2012-12-14T18:43:22Z,2022-09-09T02:24:21Z,184,156,Java,2947,68,https://github.com/flyway/flyway,6711
AndroidAutoLayout,2015-11-19T02:09:11Z,2022-09-06T08:36:21Z,2,0,Java,0,0,https://github.com/hongyangAndroid/AndroidAutoLayout,6690
VBlog,2017-12-26T11:01:55Z,2022-09-11T13:24:14Z,1,0,Java,20,50,https://github.com/lenve/VBlog,6681
Paper,2016-01-22T05:40:19Z,2022-09-11T20:51:33Z,1917,1,Java,4848,250,https://github.com/PaperMC/Paper,6673
plantuml,2010-11-04T15:55:50Z,2022-09-11T23:32:54Z,257,14,Java,223,510,https://github.com/plantuml/plantuml,6659
XPopup,2018-12-07T06:16:48Z,2022-09-11T14:54:08Z,2,199,Java,992,15,https://github.com/li-xiaojun/XPopup,6658
yudao-cloud,2019-05-02T16:06:49Z,2022-09-11T13:44:38Z,7,0,Java,38,1,https://github.com/YunaiV/yudao-cloud,6602
closure-compiler,2014-04-16T15:30:36Z,2022-09-11T12:22:45Z,395,0,Java,1971,855,https://github.com/google/closure-compiler,6596
angel,2017-04-25T05:57:43Z,2022-09-09T11:56:09Z,489,19,Java,484,116,https://github.com/Angel-ML/angel,6591
Shadow,2019-06-13T10:50:27Z,2022-09-10T16:39:30Z,243,5,Java,535,215,https://github.com/Tencent/Shadow,6576
gocd,2013-12-13T05:26:16Z,2022-09-09T11:56:00Z,5959,72,Java,3272,43,https://github.com/gocd/gocd,6576
AndPermission,2016-09-11T05:17:34Z,2022-09-09T01:40:05Z,9,0,Java,490,167,https://github.com/yanzhenjie/AndPermission,6567
FrameworkBenchmarks,2013-03-22T17:33:54Z,2022-09-09T10:16:10Z,5327,15,Java,1101,96,https://github.com/TechEmpower/FrameworkBenchmarks,6561
LSPosed,2020-12-12T08:39:37Z,2022-09-11T23:36:28Z,1281,33,Java,434,6,https://github.com/LSPosed/LSPosed,6492
walle,2017-01-10T03:39:25Z,2022-09-09T07:24:32Z,34,1,Java,240,101,https://github.com/Meituan-Dianping/walle,6478
react-native-push-notification,2015-12-14T19:53:36Z,2022-09-11T18:41:34Z,178,35,Java,1721,230,https://github.com/zo0r/react-native-push-notification,6457
AndroidPerformanceMonitor,2016-01-17T05:23:22Z,2022-09-09T13:06:37Z,24,0,Java,65,48,https://github.com/markzhai/AndroidPerformanceMonitor,6432
jmeter,2010-05-26T23:38:07Z,2022-09-11T02:52:16Z,136,0,Java,0,0,https://github.com/apache/jmeter,6426
nanohttpd,2012-08-10T21:52:42Z,2022-09-11T14:39:31Z,115,3,Java,267,149,https://github.com/NanoHttpd/nanohttpd,6399
Toasty,2017-01-18T18:52:41Z,2022-09-11T03:31:56Z,26,19,Java,108,45,https://github.com/GrenderG/Toasty,6387
storm,2013-11-05T08:00:14Z,2022-09-09T13:06:42Z,2659,0,Java,0,0,https://github.com/apache/storm,6384
android-floating-action-button,2014-09-19T06:49:21Z,2022-08-30T12:31:31Z,25,0,Java,176,132,https://github.com/zendesk/android-floating-action-button,6380
RoundedImageView,2013-02-22T01:17:37Z,2022-09-06T07:40:08Z,28,19,Java,192,31,https://github.com/vinc3m1/RoundedImageView,6344
datahub,2015-11-18T05:47:40Z,2022-09-11T15:13:51Z,4177,62,Java,1128,130,https://github.com/datahub-project/datahub,6321
testcontainers-java,2015-04-12T12:44:59Z,2022-09-11T16:43:10Z,2710,58,Java,1373,413,https://github.com/testcontainers/testcontainers-java,6312
ion,2013-05-22T07:41:23Z,2022-09-06T01:56:21Z,52,0,Java,553,328,https://github.com/koush/ion,6303
mybatis-generator-gui,2016-05-08T22:39:39Z,2022-09-12T00:57:03Z,33,16,Java,168,102,https://github.com/zouzg/mybatis-generator-gui,6300
karate,2017-02-07T15:59:17Z,2022-09-11T15:35:04Z,283,46,Java,1677,35,https://github.com/karatelabs/karate,6298
react-native-video,2015-03-31T05:08:38Z,2022-09-11T23:42:57Z,364,6,Java,2141,85,https://github.com/react-native-video/react-native-video,6291
react-native-svg,2016-01-17T14:29:21Z,2022-09-11T13:15:33Z,301,83,Java,1104,296,https://github.com/react-native-svg/react-native-svg,6286
tomcat,2011-10-01T07:00:19Z,2022-09-10T23:55:26Z,116,0,Java,0,0,https://github.com/apache/tomcat,6258
processing,2013-01-24T21:17:22Z,2022-09-09T11:58:35Z,731,48,Java,4648,485,https://github.com/processing/processing,6248
graylog2-server,2010-05-17T21:27:02Z,2022-09-11T14:03:15Z,5910,0,Java,4654,1340,https://github.com/Graylog2/graylog2-server,6238
haven,2017-03-01T03:20:03Z,2022-09-11T14:26:04Z,129,37,Java,155,135,https://github.com/guardianproject/haven,6237
SDE-Interview-Questions,2017-10-25T11:08:52Z,2022-09-11T21:43:27Z,90,1,Java,15,0,https://github.com/twowaits/SDE-Interview-Questions,6210
ansj_seg,2012-09-05T05:56:24Z,2022-09-09T06:52:53Z,61,3,Java,661,39,https://github.com/NLPchina/ansj_seg,6193
zfile,2019-08-19T13:57:56Z,2022-09-11T14:43:28Z,5,57,Java,366,45,https://github.com/zfile-dev/zfile,6186
lawnchair,2017-03-03T13:12:58Z,2022-09-11T19:57:02Z,316,25,Java,2266,168,https://github.com/LawnchairLauncher/lawnchair,6160
BookReader,2016-08-03T05:17:27Z,2022-09-08T05:44:37Z,3,0,Java,199,36,https://github.com/smuyyh/BookReader,6159
Android-Image-Cropper,2015-01-15T10:49:37Z,2022-09-08T16:52:31Z,49,32,Java,436,342,https://github.com/ArthurHub/Android-Image-Cropper,6152
javacv,2014-04-21T13:50:26Z,2022-09-11T01:48:48Z,108,8,Java,1463,270,https://github.com/bytedeco/javacv,6148
SwipeBackLayout,2013-08-25T03:36:12Z,2022-09-04T05:48:58Z,11,0,Java,64,107,https://github.com/ikew0ng/SwipeBackLayout,6143
aeron,2014-02-07T17:16:58Z,2022-09-11T23:45:53Z,579,83,Java,624,18,https://github.com/real-logic/aeron,6139
MaterialEditText,2014-10-30T10:07:23Z,2022-09-09T14:14:45Z,28,19,Java,157,181,https://github.com/rengwuxian/MaterialEditText,6117
error-prone,2014-08-21T23:26:50Z,2022-09-11T10:35:54Z,1397,23,Java,1081,302,https://github.com/google/error-prone,6077
material,2014-12-09T12:07:32Z,2022-09-06T03:10:01Z,24,10,Java,218,209,https://github.com/rey5137/material,6041
EffectiveAndroidUI,2014-07-04T08:42:20Z,2022-09-06T03:10:04Z,9,0,Java,14,4,https://github.com/pedrovgs/EffectiveAndroidUI,6038
pentaho-kettle,2013-10-08T18:27:11Z,2022-09-11T14:44:07Z,7585,1,Java,0,0,https://github.com/pentaho/pentaho-kettle,6030
physical-web,2014-09-30T18:32:14Z,2022-09-04T14:25:56Z,481,17,Java,303,90,https://github.com/google/physical-web,6029
remusic,2016-03-24T06:20:39Z,2022-09-09T16:02:25Z,1,0,Java,27,86,https://github.com/aa112901/remusic,6029
NumberProgressBar,2014-05-01T08:54:25Z,2022-09-09T14:07:32Z,11,3,Java,33,22,https://github.com/daimajia/NumberProgressBar,6014
rest-assured,2010-10-21T08:35:43Z,2022-09-11T16:13:13Z,191,0,Java,876,455,https://github.com/rest-assured/rest-assured,6002
async-http-client,2011-03-07T13:41:46Z,2022-09-11T03:44:41Z,392,0,Java,1197,90,https://github.com/AsyncHttpClient/async-http-client,6000
aws-doc-sdk-examples,2016-08-18T19:06:57Z,2022-09-11T21:20:19Z,2262,0,Java,754,216,https://github.com/awsdocs/aws-doc-sdk-examples,5992
rabbitmq-tutorials,2010-09-21T11:41:26Z,2022-09-11T01:24:35Z,173,0,Java,88,6,https://github.com/rabbitmq/rabbitmq-tutorials,5989
JFoenix,2015-09-08T14:04:24Z,2022-09-11T04:41:47Z,121,0,Java,971,113,https://github.com/sshahine/JFoenix,5983
dynamic-load-apk,2014-03-30T11:51:00Z,2022-09-12T00:43:32Z,35,0,Java,29,83,https://github.com/singwhatiwanna/dynamic-load-apk,5970
androidmvp,2014-04-02T05:42:20Z,2022-09-08T12:46:26Z,11,0,Java,17,1,https://github.com/antoniolg/androidmvp,5967
spring-cloud-examples,2017-04-28T08:48:53Z,2022-09-11T14:38:18Z,0,0,Java,35,1,https://github.com/ityouknow/spring-cloud-examples,5964
xUtils3,2015-10-28T10:56:04Z,2022-09-09T14:33:15Z,7,9,Java,674,32,https://github.com/wyouflf/xUtils3,5941
Android-skin-support,2017-01-12T15:03:54Z,2022-09-10T07:13:57Z,19,0,Java,360,88,https://github.com/ximsfei/Android-skin-support,5905
netty-socketio,2012-01-12T11:43:49Z,2022-09-12T00:46:56Z,76,4,Java,376,355,https://github.com/mrniko/netty-socketio,5900
richeditor-android,2015-03-30T16:19:20Z,2022-09-10T01:36:18Z,29,0,Java,42,203,https://github.com/wasabeef/richeditor-android,5899
j2objc,2014-01-30T20:19:56Z,2022-09-10T01:10:31Z,684,39,Java,1012,57,https://github.com/google/j2objc,5893
Spring-Cloud-Platform,2017-05-25T10:35:26Z,2022-09-09T09:07:09Z,5,3,Java,34,0,https://github.com/wxiaoqi/Spring-Cloud-Platform,5852
alluxio,2012-12-21T17:43:46Z,2022-09-08T11:49:19Z,12132,56,Java,1089,664,https://github.com/Alluxio/alluxio,5846
beam,2016-02-02T08:00:06Z,2022-09-11T18:58:27Z,12935,24,Java,511,3924,https://github.com/apache/beam,5841
doris,2017-08-10T12:13:30Z,2022-09-11T18:49:30Z,6672,12,Java,3300,948,https://github.com/apache/doris,5839
jsonschema2pojo,2013-06-22T22:28:53Z,2022-09-10T07:37:30Z,220,59,Java,920,142,https://github.com/joelittlejohn/jsonschema2pojo,5834
zeppelin,2015-03-25T07:00:06Z,2022-09-10T12:49:34Z,132,0,Java,0,0,https://github.com/apache/zeppelin,5808
material-calendarview,2015-02-09T22:31:56Z,2022-09-07T10:38:27Z,136,22,Java,691,211,https://github.com/prolificinteractive/material-calendarview,5805
motan,2016-04-20T10:56:17Z,2022-09-09T11:58:15Z,162,19,Java,423,339,https://github.com/weibocom/motan,5797
springside4,2012-02-23T08:39:03Z,2022-09-11T17:47:36Z,33,3,Java,426,40,https://github.com/springside/springside4,5764
BoomMenu,2016-03-19T12:04:12Z,2022-09-10T10:08:27Z,3,0,Java,133,114,https://github.com/Nightonke/BoomMenu,5764
FEBS-Shiro,2018-03-20T02:17:48Z,2022-09-11T06:44:58Z,44,0,Java,167,6,https://github.com/febsteam/FEBS-Shiro,5760
from-java-to-kotlin,2017-05-21T11:56:27Z,2022-09-11T13:27:07Z,48,0,Java,6,5,https://github.com/MindorksOpenSource/from-java-to-kotlin,5739
MinecraftForge,2012-01-30T01:35:01Z,2022-09-12T01:11:00Z,2371,0,Java,3888,93,https://github.com/MinecraftForge/MinecraftForge,5737
config,2011-12-06T08:02:29Z,2022-09-11T14:51:22Z,192,0,Java,291,214,https://github.com/lightbend/config,5737
