iso_code,date,total_cases,new_cases,total_deaths,new_deaths,hosp_patients,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,population
BRA,2021-12-09,22182116,8753,616733,200,,318799260,164914808,138924356,1325043,214326223
BRA,2021-12-10,22189181,7065,616961,228,,319739095,,139320682,939835,214326223
BRA,2021-12-11,22191865,2684,617014,53,,319980117,,139389518,241022,214326223
BRA,2021-12-12,22193480,1615,617096,82,,320112450,,139421689,132333,214326223
BRA,2021-12-13,22196250,2770,617141,45,,320737938,,139783903,625488,214326223
BRA,2021-12-14,22200629,4379,617254,113,,321601407,164933940,140151965,863469,214326223
BRA,2021-12-15,22205707,5078,617552,298,,322902290,165135181,140902990,1300883,214326223
BRA,2021-12-16,22209368,3661,617675,123,,323831095,165279022,141175069,928805,214326223
BRA,2021-12-17,22213731,4363,617873,198,,324589549,165393977,141411665,758454,214326223
BRA,2021-12-18,22216112,2381,618011,138,,324798686,165409165,141474540,209137,214326223
BRA,2021-12-19,22217570,1458,618066,55,,324846680,165417886,141488098,47994,214326223
BRA,2021-12-20,22220209,2639,618149,83,,325593485,165471288,141702263,746805,214326223
BRA,2021-12-21,22223943,3734,618220,71,,326335565,165554570,141915573,742080,214326223
BRA,2021-12-22,22227169,3226,618366,146,,327562756,165836442,142378728,1227191,214326223
BRA,2021-12-23,22230943,3774,618492,126,,328473878,165894312,,911122,214326223
BRA,2021-12-24,22234623,3680,618655,163,,,,,,214326223
BRA,2021-12-25,22238297,3674,618686,31,,,,,,214326223
BRA,2021-12-26,22243266,4969,618732,46,,,,,,214326223
BRA,2021-12-27,22250218,6952,618797,65,,329011365,165952037,142764283,,214326223
BRA,2021-12-28,22259270,9052,618978,181,,329861730,166062249,142965728,850365,214326223
BRA,2021-12-29,22269031,9761,619095,117,,330718457,166143380,143282084,856727,214326223
BRA,2021-12-30,22281649,12618,619249,154,,331164041,166185628,143398692,445584,214326223
BRA,2021-12-31,22291839,10190,619334,85,,331273910,166195505,143436012,109869,214326223
BRA,2022-01-01,22295621,3782,619367,33,,331292259,166199307,143441284,18349,214326223
BRA,2022-01-02,22297427,1806,619401,34,,331335826,166206716,143462401,43567,214326223
BRA,2022-01-03,22309081,11654,619473,72,,332076818,166320650,143723393,740992,214326223
BRA,2022-01-04,22328252,19171,619654,181,,332903332,166426973,143762375,826514,214326223
BRA,2022-01-05,22351104,22852,619654,0,,333627875,166475764,143877220,724543,214326223
BRA,2022-01-06,22386930,35826,619654,0,,,,,,214326223
BRA,2022-01-07,22450222,63292,619822,168,,,,,,214326223
BRA,2022-01-08,22499525,49303,619937,115,,,,,,214326223
BRA,2022-01-09,22529183,29658,620251,314,,335742922,166618516,144380523,,214326223
BRA,2022-01-10,22563104,33921,620366,115,,336825920,166713275,144723824,1082998,214326223
BRA,2022-01-11,22636359,73255,620507,141,,337655171,166769657,144866950,829251,214326223
BRA,2022-01-12,22724232,87873,620641,134,,338386118,166772188,145005051,730947,214326223
BRA,2022-01-13,22822177,97945,620830,189,,339257036,166833338,145252463,870918,214326223
BRA,2022-01-14,22933289,111112,621063,233,,339988963,166870347,145379254,731927,214326223
BRA,2022-01-15,22981851,48562,621233,170,,340281915,166909237,145459361,292952,214326223
BRA,2022-01-16,23015128,33277,621327,94,,343352666,167093156,146291728,3070751,214326223
BRA,2022-01-17,23089509,74381,621478,151,,347329271,167330250,147223765,3976605,214326223
BRA,2022-01-18,23229851,140342,621803,325,,348164653,167385859,147536850,835382,214326223
BRA,2022-01-19,23425392,195541,622125,322,,349495232,167547304,147737978,1330579,214326223
BRA,2022-01-20,23595178,169786,622476,351,,350629268,167751970,148043971,1134036,214326223
BRA,2022-01-21,23766499,171321,622875,399,,351485976,167875050,148225622,856708,214326223
BRA,2022-01-22,23931609,165110,623191,316,,352744905,168014778,148534163,1258929,214326223
BRA,2022-01-23,24054405,122796,623370,179,,352952210,168090877,148571660,207305,214326223
BRA,2022-01-24,24142032,87627,623636,266,,354878131,168341120,148929430,1925921,214326223
BRA,2022-01-25,24342322,200290,624129,493,,355987219,168546490,149165531,1109088,214326223
BRA,2022-01-26,24560093,217771,624717,588,,357132990,168921071,149273731,1145771,214326223
BRA,2022-01-27,24789795,229702,625390,673,,358789930,169261105,149542396,1656940,214326223
BRA,2022-01-28,25050601,260806,626170,780,,360492730,169619416,149714068,1702800,214326223
BRA,2022-01-29,25256198,205597,626870,700,,361165196,169825847,149779557,672466,214326223
BRA,2022-01-30,25360647,104449,627150,280,,361309679,169865538,149793528,144483,214326223
BRA,2022-01-31,25463530,102883,627589,439,,362503209,170322125,149930855,1193530,214326223
BRA,2022-02-01,25634781,171251,628356,767,,363827251,170599221,150040841,1324042,214326223
BRA,2022-02-02,25820745,185964,629301,945,,365113872,170911850,150259405,1286621,214326223
BRA,2022-02-03,26107894,287149,630301,1000,,366488450,171219037,150497414,1374578,214326223
BRA,2022-02-04,26326454,218560,631265,964,,367778211,171783306,150682483,1289761,214326223
BRA,2022-02-05,26484546,158092,632095,830,,368572365,172107474,150764876,794154,214326223
BRA,2022-02-06,26546399,61853,632514,419,,369521071,172186641,150868539,948706,214326223
BRA,2022-02-07,26616014,69615,632946,432,,370659862,172652514,150995915,1138791,214326223
BRA,2022-02-08,26793497,177483,634118,1172,,371840433,172885945,151169160,1180571,214326223
BRA,2022-02-09,26972914,179417,635421,1303,,373331749,172995877,151496825,1491316,214326223
BRA,2022-02-10,27135550,162636,636338,917,,375028165,173402815,151866862,1696416,214326223
BRA,2022-02-11,27299336,163786,637467,1129,,376813738,173901090,152092266,1785573,214326223
BRA,2022-02-12,27434286,134950,638346,879,,377626315,174117725,152194707,812577,214326223
BRA,2022-02-13,27492904,58618,638673,327,,378011196,174214439,152338804,384881,214326223
BRA,2022-02-14,27552267,59363,639151,478,,378917750,174420792,152482989,906554,214326223
BRA,2022-02-15,27677468,125201,640076,925,,379776348,174665423,152576040,858598,214326223
BRA,2022-02-16,27819996,142528,641096,1020,,380878261,174949012,152751771,1101913,214326223
BRA,2022-02-17,27940119,120123,642156,1060,,382196732,175209007,152934928,1318471,214326223
BRA,2022-02-18,28072238,132119,643340,1184,,384112607,175933938,153259174,1915875,214326223
BRA,2022-02-19,28177367,105129,644195,855,,385030790,176141497,153450986,918183,214326223
BRA,2022-02-20,28218180,40813,644592,397,,385406305,176222268,153503892,375515,214326223
BRA,2022-02-21,28258458,40278,644918,326,,386298288,176406587,153654205,891983,214326223
BRA,2022-02-22,28361951,103493,645735,817,,387226162,176625569,153776069,927874,214326223
BRA,2022-02-23,28493336,131385,646714,979,,388306875,176920320,154064354,1080713,214326223
BRA,2022-02-24,28589235,95899,647703,989,,389748374,177174489,154310603,1441499,214326223
BRA,2022-02-25,28679671,90436,648496,793,,391253145,177448925,154573852,1504771,214326223
BRA,2022-02-26,28749552,69881,649184,688,,391785022,177544796,154668487,531877,214326223
BRA,2022-02-27,28776794,27242,649437,253,,391970436,177579708,154719004,185414,214326223
BRA,2022-02-28,28796571,19777,649676,239,,392763634,177742258,155044552,793198,214326223
BRA,2022-03-01,28818850,22279,649922,246,,392925626,177836868,155071690,161992,214326223
BRA,2022-03-02,28846495,27645,650254,332,,,,,,214326223
BRA,2022-03-03,28906672,60177,650824,570,,394111796,177987744,155380086,,214326223
BRA,2022-03-04,28978052,71380,651522,698,,394812859,178113009,155569412,701063,214326223
BRA,2022-03-05,29040800,62748,652216,694,,395464826,178203894,155711613,651967,214326223
BRA,2022-03-06,29056525,15725,652438,222,,395658972,178245534,155740455,194146,214326223
BRA,2022-03-07,29077831,21306,652648,210,,396537303,178366451,155930535,878331,214326223
BRA,2022-03-08,29152318,74487,653134,486,,397386286,178486274,156114741,848983,214326223
BRA,2022-03-09,29198101,45783,653767,633,,398449118,178657742,156339809,1062832,214326223
BRA,2022-03-10,29259206,61105,654380,613,,400536072,179288492,157250835,2086954,214326223
BRA,2022-03-11,29313228,54022,654843,463,,401272006,179411783,157418571,735934,214326223
BRA,2022-03-12,29361024,47796,655234,391,,402357624,179715577,157623243,1085618,214326223
BRA,2022-03-13,29374833,13809,655359,125,,402573315,179754579,157662860,215691,214326223
BRA,2022-03-14,29391345,16512,655557,198,,403286505,179853602,157830125,713190,214326223
BRA,2022-03-15,29441039,49694,655878,321,,403856898,179913614,157992526,570393,214326223
BRA,2022-03-16,29488777,47738,656231,353,,404885141,180005705,158245106,1028243,214326223
BRA,2022-03-17,29532810,44033,656693,462,,405634648,180093699,158439105,749507,214326223
BRA,2022-03-18,29584800,51990,657098,405,,406685448,180265232,158682962,1050800,214326223
BRA,2022-03-19,29624435,39635,657389,291,,407274462,180341198,158832351,589014,214326223
BRA,2022-03-20,29637814,13379,657495,106,,407435784,180360121,158863543,161322,214326223
BRA,2022-03-21,29650082,12268,657595,100,,408348030,180469257,159101357,912246,214326223
BRA,2022-03-22,29691641,41559,658005,410,,408961974,180523619,159240417,613944,214326223
BRA,2022-03-23,29738362,46721,658286,281,,409606978,180592464,159388079,645004,214326223
BRA,2022-03-24,29775568,37206,658600,314,,410175836,180653782,159513421,568858,214326223
BRA,2022-03-25,29809769,34201,658855,255,,410860641,180726798,159673499,684805,214326223
BRA,2022-03-26,29839103,29334,659046,191,,411116197,180757995,159756178,255556,214326223
BRA,2022-03-27,29849740,10637,659159,113,,411548202,180800024,159842858,432005,214326223
BRA,2022-03-28,29857641,7901,659227,68,,412177025,180881628,160008924,628823,214326223
BRA,2022-03-29,29887191,29550,659508,281,,413559595,181078067,160272858,1382570,214326223
BRA,2022-03-30,29920604,33413,659769,261,,414606124,181174361,160525435,1046529,214326223
BRA,2022-03-31,29951670,31066,660022,253,,415350921,181233281,160706753,744797,214326223
BRA,2022-04-01,29978513,26843,660265,243,,,,,,214326223
BRA,2022-04-02,29995575,17062,660371,106,,,,,,214326223
BRA,2022-04-03,30002785,7210,660410,39,,416625503,181342972,161015556,,214326223
BRA,2022-04-04,30015357,12572,660570,160,,417150367,181374540,161109802,524864,214326223
BRA,2022-04-05,30042272,26915,660786,216,,418081276,181451944,161296449,930909,214326223
BRA,2022-04-06,30069094,26822,660980,194,,418988804,181544315,161485597,907528,214326223
BRA,2022-04-07,30095328,26234,661228,248,,419669076,181596648,161634006,680272,214326223
BRA,2022-04-08,30125540,30212,661377,149,,420411074,181652995,161802142,741998,214326223
BRA,2022-04-09,30146769,21229,661475,98,,420841281,181687021,161882738,430207,214326223
BRA,2022-04-10,30153979,7210,661513,38,,421028480,181702093,161924220,187199,214326223
BRA,2022-04-11,30161909,7930,661576,63,,421634418,181755180,162079967,605938,214326223
BRA,2022-04-12,30184286,22377,661741,165,,422368139,181810164,162237061,733721,214326223
BRA,2022-04-13,30210934,26648,661904,163,,422804515,181841381,162328262,436376,214326223
BRA,2022-04-14,30234024,23090,662043,139,,423594585,181894974,162490311,790070,214326223
BRA,2022-04-15,30247302,13278,662154,111,,,,,,214326223
BRA,2022-04-16,30250077,2775,662185,31,,,,,,214326223
BRA,2022-04-17,30252618,2541,662207,22,,424058492,181975535,162589368,,214326223
BRA,2022-04-18,30261088,8470,662271,64,,424403120,182010643,162689883,344628,214326223
BRA,2022-04-19,30275219,14131,662396,125,,425301193,182287352,162888301,898073,214326223
BRA,2022-04-20,30311969,36750,662659,263,,426002158,182324186,163106069,700965,214326223
BRA,2022-04-21,30330629,18660,662751,92,,426445178,182365678,163228941,443020,214326223
BRA,2022-04-22,30338697,8068,662802,51,,,,,,214326223
BRA,2022-04-23,30345808,7111,662855,53,,426683997,182395741,163322265,,214326223
BRA,2022-04-24,30349463,3655,662891,36,,426686042,182395817,163322557,2045,214326223
BRA,2022-04-25,30355919,6456,662964,73,,426987455,182426996,163400967,301413,214326223
BRA,2022-04-26,30378061,22142,663108,144,,427262945,182455170,163481925,275490,214326223
BRA,2022-04-27,30399004,20943,663350,242,,428179278,182519774,163675729,916333,214326223
BRA,2022-04-28,30418920,19916,663464,114,,428748714,182563727,163815874,569436,214326223
BRA,2022-04-29,30433042,14122,663649,185,,429202399,182599066,163923507,453685,214326223
BRA,2022-04-30,30448236,15194,663736,87,,,,,,214326223
BRA,2022-05-01,30454499,6263,663752,16,,429613287,182623313,163989684,,214326223
BRA,2022-05-02,30460997,6498,663838,86,,430000411,182665767,164101615,387124,214326223
BRA,2022-05-03,30482429,21432,663930,92,,430435333,182707626,164217813,434922,214326223
BRA,2022-05-04,30502501,20072,663994,64,,430951275,182778371,164385393,515942,214326223
BRA,2022-05-05,30524183,21682,664131,137,,431278922,182800351,164464910,327647,214326223
BRA,2022-05-06,30543908,19725,664326,195,,431859321,182850462,164564155,580399,214326223
BRA,2022-05-07,30558530,14622,664361,35,,432025086,182860122,164594075,165765,214326223
BRA,2022-05-08,30564536,6006,664374,13,,432134475,182871051,164611407,109389,214326223
BRA,2022-05-09,30574245,9709,664426,52,,432354816,182895357,164655881,220341,214326223
BRA,2022-05-10,30594388,20143,664624,198,,432639345,182912971,164719113,284529,214326223
BRA,2022-05-11,30617786,23398,664750,126,,434019486,183059675,165033358,1380141,214326223
BRA,2022-05-12,30639130,21344,664874,124,,435017274,183119662,165122240,997788,214326223
BRA,2022-05-13,30664739,25609,665012,138,,435185477,183131850,165160304,168203,214326223
BRA,2022-05-14,30682094,17355,665104,92,,435226309,183134052,165170618,40832,214326223
BRA,2022-05-15,30688390,6296,665150,46,,435243423,183135100,165173312,17114,214326223
BRA,2022-05-16,30701900,13510,665216,66,,435312095,183142928,165182832,68672,214326223
BRA,2022-05-17,30701900,0,665216,0,,,,,,214326223
BRA,2022-05-18,30701900,0,665216,0,,436276886,183205522,165396479,,214326223
BRA,2022-05-19,30701900,0,665216,0,,436936651,183241820,165448319,659765,214326223
BRA,2022-05-20,30762413,60513,665722,506,,437099610,183251237,165506166,162959,214326223
BRA,2022-05-21,30762413,0,665720,,,437142038,183256110,165518807,42428,214326223
BRA,2022-05-22,30791220,28807,665854,134,,,,,,214326223
BRA,2022-05-23,30803995,12775,665891,37,,,,,,214326223
BRA,2022-05-24,30836815,32820,666129,238,,,,,,214326223
BRA,2022-05-25,30851191,14376,666261,132,,,,,,214326223
BRA,2022-05-26,30880512,29321,666180,,,438839760,183699529,165816612,,214326223
BRA,2022-05-27,30921145,40633,666319,139,,440230116,183815081,165961524,1390356,214326223
BRA,2022-05-28,30945384,24239,666391,72,,440558613,183853208,166003440,328497,214326223
BRA,2022-05-29,30953579,8195,666453,62,,440647763,183859105,166018561,89150,214326223
BRA,2022-05-30,30977661,24082,666516,63,,440887471,183885189,166071932,239708,214326223
BRA,2022-05-31,31019038,41377,666676,160,,441054017,183894671,166104268,166546,214326223
BRA,2022-06-01,31060017,40979,666801,125,,441279964,183925335,166164004,225947,214326223
BRA,2022-06-02,31101290,41273,666930,129,,,,,,214326223
BRA,2022-06-03,31137479,36189,666971,41,,442571325,184018923,166365243,,214326223
BRA,2022-06-04,31137479,0,666971,0,,443278533,184062381,166424506,707208,214326223
BRA,2022-06-05,31137479,0,666971,0,,443475532,184077691,166459996,196999,214326223
BRA,2022-06-06,31195118,57639,667041,70,,443829496,184091855,166493992,353964,214326223
BRA,2022-06-07,31266163,71045,667348,307,,444537453,184130468,166572602,707957,214326223
BRA,2022-06-08,31315777,49614,667647,299,,445097070,184150383,166737175,559617,214326223
BRA,2022-06-09,31360850,45073,667790,143,,446745262,184254911,167910796,1648192,214326223
BRA,2022-06-10,31417341,56491,667960,170,,,,,,214326223
BRA,2022-06-11,31445137,27796,668074,114,,447416630,184281808,168008971,,214326223
BRA,2022-06-12,31456865,11728,668110,36,,447455088,184286899,168027302,38458,214326223
BRA,2022-06-13,31497038,40173,668180,70,,447773835,184298439,168055659,318747,214326223
BRA,2022-06-14,31541479,44441,668354,174,,448234610,184321008,168113218,460775,214326223
BRA,2022-06-15,31611769,70290,668693,339,,448567375,184337124,168140833,332765,214326223
BRA,2022-06-16,31611769,0,668693,0,,449034484,184418250,168228893,467109,214326223
BRA,2022-06-17,31611769,0,668693,0,,449187010,184424410,168245953,152526,214326223
BRA,2022-06-18,31611769,0,668693,0,,449291596,184431840,168262637,104586,214326223
BRA,2022-06-19,31611769,0,668693,0,,449339384,184433745,168272147,47788,214326223
BRA,2022-06-20,31754465,142696,669161,468,,449796728,184456417,168365246,457344,214326223
BRA,2022-06-21,31818827,64362,669390,229,,450342490,184483215,168401552,545762,214326223
BRA,2022-06-22,31890733,71906,669530,140,,450847767,184509247,168480030,505277,214326223
BRA,2022-06-23,31962782,72049,669895,365,,451276207,184537975,168547546,428440,214326223
BRA,2022-06-24,32023166,60384,670229,334,,451641403,184552936,168569319,365196,214326223
BRA,2022-06-25,32023166,0,670229,0,,451645589,184554559,168570301,4186,214326223
BRA,2022-06-26,32023166,0,670229,0,,451787907,184557755,168577895,142318,214326223
BRA,2022-06-27,32130316,107150,670532,303,,452218476,184574635,168604658,430569,214326223
BRA,2022-06-28,32206954,76638,670848,316,,,,,,214326223
BRA,2022-06-29,32206954,0,670848,0,,454770759,184662547,168901560,,214326223
BRA,2022-06-30,32358018,151064,671416,568,,454854179,184682893,168924041,83420,214326223
BRA,2022-07-01,32434063,76045,671700,284,,455499598,184737131,169070566,645419,214326223
BRA,2022-07-02,32471847,37784,671858,158,,455720321,184748472,169103088,220723,214326223
BRA,2022-07-03,32490422,18575,671911,53,,456101065,184764593,169144171,380744,214326223
BRA,2022-07-04,32535923,45501,672033,122,,456903089,184786423,169188579,802024,214326223
BRA,2022-07-05,32610514,74591,672429,396,,457240603,184808029,169230631,337514,214326223
BRA,2022-07-06,32687680,77166,672790,361,,,,,,214326223
BRA,2022-07-07,32759730,72050,673073,283,,458043955,184864012,169334423,,214326223
BRA,2022-07-08,32830844,71114,673339,266,,,,,,214326223
BRA,2022-07-09,32874501,43657,673554,215,,458439642,184886392,169396807,,214326223
BRA,2022-07-10,32896464,21963,673610,56,,458522879,184888876,169407663,83237,214326223
BRA,2022-07-11,32940507,44043,673758,148,,459647933,184902655,169450183,1125054,214326223
BRA,2022-07-12,33004555,64048,674102,344,,,,,,214326223
BRA,2022-07-13,33076779,72224,674482,380,,460051351,184922668,169518495,,214326223
BRA,2022-07-14,33142158,65379,674779,297,,461148848,184951661,169602261,1097497,214326223
BRA,2022-07-15,33250117,107959,675090,311,,,,,,214326223
BRA,2022-07-16,33290266,40149,675295,205,,461493406,184973979,169671773,,214326223
BRA,2022-07-17,33301118,10852,675350,55,,461568115,184976830,169680492,74709,214326223
BRA,2022-07-18,33339815,38697,675518,168,,,,,,214326223
BRA,2022-07-19,33397814,57999,675871,353,,,,,,214326223
BRA,2022-07-20,33454294,56480,676217,346,,,,,,214326223
BRA,2022-07-21,33505727,51433,676486,269,,,,,,214326223
BRA,2022-07-22,33555526,49799,676766,280,,,,,,214326223
BRA,2022-07-23,33555526,0,676766,0,,,,,,214326223
BRA,2022-07-24,33591356,35830,676964,198,,465319009,185208286,170168354,,214326223
BRA,2022-07-25,33621965,30609,677143,179,,,,,,214326223
BRA,2022-07-26,33659879,37914,677494,351,,,,,,214326223
BRA,2022-07-27,33704393,44514,677804,310,,,,,,214326223
BRA,2022-07-28,33748985,44592,678069,265,,,,,,214326223
BRA,2022-07-29,33790698,41713,678313,244,,,,,,214326223
BRA,2022-07-30,33813587,22889,678486,173,,,,,,214326223
BRA,2022-07-31,33833900,20313,678514,28,,,,,,214326223
BRA,2022-08-01,33855964,22064,678715,201,,,,,,214326223
BRA,2022-08-02,33890428,34464,679010,295,,,,,,214326223
BRA,2022-08-03,33924061,33633,679275,265,,,,,,214326223
BRA,2022-08-04,33964494,40433,679536,261,,,,,,214326223
BRA,2022-08-05,33994470,29976,679758,222,,,,,,214326223
BRA,2022-08-06,34011173,16703,679939,181,,,,,,214326223
BRA,2022-08-07,34018371,7198,679996,57,,,,,,214326223
BRA,2022-08-08,34035780,17409,680166,170,,465620128,185834527,170839777,,214326223
BRA,2022-08-09,34066000,30220,680531,365,,465843376,185856818,170942943,223248,214326223
BRA,2022-08-10,34066000,0,680531,0,,466047379,185892530,170983152,204003,214326223
BRA,2022-08-11,34124579,58579,681006,475,,466464500,185920530,170998964,417121,214326223
BRA,2022-08-12,34148131,23552,681253,247,,466850155,185975699,171084385,385655,214326223
BRA,2022-08-13,34148131,0,681253,0,,,,,,214326223
BRA,2022-08-14,34148131,0,681253,0,,467002964,185993496,171111631,,214326223
BRA,2022-08-15,34178240,30109,681557,304,,467119772,186014159,171145175,116808,214326223
BRA,2022-08-16,34201280,23040,681763,206,,,,,,214326223
BRA,2022-08-17,34223207,21927,682010,247,,,,,,214326223
BRA,2022-08-18,34245374,22167,682216,206,,468196498,186100433,171285767,,214326223
BRA,2022-08-19,34264237,18863,682358,142,,468240252,186112320,171298784,43754,214326223
BRA,2022-08-20,34264237,0,682358,0,,468323757,186147547,171315994,83505,214326223
BRA,2022-08-21,34264237,0,682358,0,,468339633,186159303,171319284,15876,214326223
BRA,2022-08-22,34284864,20627,682549,191,,468400138,186176638,171336583,60505,214326223
BRA,2022-08-23,34284864,0,682549,0,,468580889,186302961,171369543,180751,214326223
BRA,2022-08-24,34329600,44736,683076,527,,468684685,186358100,171401015,103796,214326223
BRA,2022-08-25,34350639,21039,683233,157,,468741076,186374962,171421366,56391,214326223
BRA,2022-08-26,34368909,18270,683397,164,,468802225,186397361,171439071,61149,214326223
BRA,2022-08-27,34368909,0,683397,0,,468830167,186406003,171451693,27942,214326223
BRA,2022-08-28,34368909,0,683397,0,,468834023,186406388,171451863,3856,214326223
BRA,2022-08-29,34397205,28296,683622,225,,470058345,186476296,171607294,1224322,214326223
BRA,2022-08-30,34414011,16806,683851,229,,470115910,186491119,171625383,57565,214326223
BRA,2022-08-31,34429853,15842,683965,114,,470327404,186519881,171665721,211494,214326223
BRA,2022-09-01,34429853,0,683965,0,,470483060,186542426,171709120,155656,214326223
BRA,2022-09-02,34456145,26292,684262,297,,470528623,186558432,171721033,45563,214326223
BRA,2022-09-03,34456145,0,684262,0,,470708499,186578811,171762519,179876,214326223
BRA,2022-09-04,34456145,0,684262,0,,470745558,186583216,171768695,37059,214326223
BRA,2022-09-05,34477539,21394,684425,163,,470784030,186590349,171778301,38472,214326223
BRA,2022-09-06,34477539,0,684425,0,,470898070,186618522,171809197,114040,214326223
BRA,2022-09-07,34477539,0,684425,0,,470910315,186624508,171811546,12245,214326223
BRA,2022-09-08,34477539,0,684425,0,,470943250,186632925,171821267,32935,214326223
BRA,2022-09-09,34516739,39200,684813,388,,471130593,186656503,171858625,187343,214326223
BRA,2022-09-10,34516739,0,684813,0,,471187373,186663841,171871796,56780,214326223
BRA,2022-09-11,34516739,0,684813,0,,471204985,186665783,171875292,17612,214326223
BRA,2022-09-12,34533957,17218,684898,85,,471266090,186674424,171889220,61105,214326223
BRA,2022-09-13,34544377,10420,685002,104,,471378826,186715084,171949598,112736,214326223
BRA,2022-09-14,34558902,14525,685121,119,,471541070,186735750,171986751,162244,214326223
BRA,2022-09-15,34568833,9931,685203,82,,471637254,186749395,172011897,96184,214326223
BRA,2022-09-16,34568833,0,685203,0,,471683198,186763817,172032889,45944,214326223
BRA,2022-09-17,34568833,0,685203,0,,471818420,186779155,172062452,135222,214326223
BRA,2022-09-18,34568833,0,685203,0,,471848842,186784356,172070129,30422,214326223
BRA,2022-09-19,34592163,23330,685424,221,,471886071,186794251,172085291,37229,214326223
BRA,2022-09-20,34592027,,685428,4,,471922157,186802634,172101534,36086,214326223
BRA,2022-09-21,34592027,0,685428,0,,472074264,186822935,172143680,152107,214326223
BRA,2022-09-22,34616655,24628,685677,249,,,,,,214326223
BRA,2022-09-23,34624427,7772,685750,73,,472271029,186857554,172196847,,214326223
BRA,2022-09-24,34624427,0,685750,0,,472338682,186866076,172212074,67653,214326223
BRA,2022-09-25,34624427,0,685750,0,,472364620,186868669,172217754,25938,214326223
BRA,2022-09-26,34638288,13861,685835,85,,472820035,187303916,172225884,455415,214326223
BRA,2022-09-27,34638288,0,685835,0,,472853663,187313182,172239966,33628,214326223
BRA,2022-09-28,34654190,15902,685927,92,,472972308,187327659,172264693,118645,214326223
BRA,2022-09-29,34654190,0,685927,0,,,,,,214326223
BRA,2022-09-30,34672524,18334,686036,109,,,,,,214326223
BRA,2022-10-01,34672524,0,686036,0,,,,,,214326223
BRA,2022-10-02,34672524,0,686036,0,,,,,,214326223
BRA,2022-10-03,34684529,12005,686371,335,,,,,,214326223
BRA,2022-10-04,34684529,0,686371,0,,,,,,214326223
BRA,2022-10-05,34699017,14488,686573,202,,,,,,214326223
BRA,2022-10-06,34707233,8216,686706,133,,,,,,214326223
BRA,2022-10-07,34707233,0,686706,0,,473061343,187376439,172307814,,214326223
BRA,2022-10-08,34707233,0,686706,0,,473061574,187376439,172308045,231,214326223
BRA,2022-10-09,34707233,0,686706,0,,473061603,187376439,172308074,29,214326223
BRA,2022-10-10,34724189,16956,686877,171,,473062582,187377009,172308483,979,214326223
BRA,2022-10-11,34731539,7350,686963,86,,473062796,187377009,172308697,214,214326223
BRA,2022-10-12,34731539,0,686963,0,,,,,,214326223
BRA,2022-10-13,34739865,8326,687069,106,,473081170,187385383,172318697,,214326223
BRA,2022-10-14,34746462,6597,687144,75,,473081511,187385383,172319038,341,214326223
BRA,2022-10-15,34746462,0,687144,0,,473081752,187385383,172319279,241,214326223
BRA,2022-10-16,34746462,0,687144,0,,473081842,187385383,172319369,90,214326223
BRA,2022-10-17,34746462,0,687144,0,,473082944,187385383,172320471,1102,214326223
BRA,2022-10-18,34746462,0,687144,0,,473101078,187385670,172338318,18134,214326223
BRA,2022-10-19,34771320,24858,687423,279,,473101313,187385670,172338553,235,214326223
BRA,2022-10-20,34771320,0,687423,0,,473101635,187385670,172338875,322,214326223
BRA,2022-10-21,34780462,9142,687527,104,,473101789,187385670,172339029,154,214326223
BRA,2022-10-22,34780462,,687527,,,473101982,187385670,172339222,193,214326223
