name,createdAt,updatedAt,pullRequests,releases,primaryLanguage,issuesclosed,issuesopen,url,stargazerCount
ailearning,2017-02-25T08:53:02Z,2022-10-02T15:11:10Z,468,2,Python,101,2,https://github.com/apachecn/ailearning,34007
dive,2018-05-13T15:44:01Z,2022-10-02T22:09:22Z,115,24,Go,144,118,https://github.com/wagoodman/dive,33895
hackathon-starter,2013-11-13T17:24:12Z,2022-10-02T23:51:15Z,310,14,JavaScript,607,6,https://github.com/sahat/hackathon-starter,33766
awesome-java,2014-07-09T10:12:43Z,2022-10-02T18:56:26Z,617,0,,110,4,https://github.com/akullpp/awesome-java,33740
quill,2012-07-30T23:23:18Z,2022-10-02T23:26:03Z,226,82,JavaScript,1902,1192,https://github.com/quilljs/quill,33719
Motrix,2018-12-18T11:45:05Z,2022-10-02T21:28:02Z,144,14,JavaScript,484,561,https://github.com/agalwood/Motrix,33639
lerna,2015-12-04T09:36:55Z,2022-10-02T22:55:17Z,697,192,JavaScript,1915,382,https://github.com/lerna/lerna,33634
brackets,2011-12-07T21:14:40Z,2022-09-30T19:49:24Z,4333,69,JavaScript,7067,2620,https://github.com/adobe/brackets,33539
esbuild,2016-06-14T16:08:50Z,2022-10-02T23:31:41Z,197,196,Go,1951,287,https://github.com/evanw/esbuild,33440
ripgrep,2016-03-11T02:02:33Z,2022-10-02T22:22:06Z,441,66,Rust,1255,125,https://github.com/BurntSushi/ripgrep,33435
excalidraw,2020-01-02T01:04:43Z,2022-10-02T21:59:27Z,2703,4,TypeScript,1412,669,https://github.com/excalidraw/excalidraw,33406
AFNetworking,2011-05-31T21:28:44Z,2022-10-02T14:52:25Z,709,40,Objective-C,3059,79,https://github.com/AFNetworking/AFNetworking,33334
lottie-android,2016-10-06T22:42:42Z,2022-10-02T09:18:04Z,553,43,Java,1440,38,https://github.com/airbnb/lottie-android,33241
koa,2013-07-20T18:53:45Z,2022-10-02T23:04:05Z,449,0,JavaScript,844,28,https://github.com/koajs/koa,33168
preact,2015-09-11T02:40:18Z,2022-10-02T21:51:29Z,1377,174,JavaScript,1433,133,https://github.com/preactjs/preact,33042
glide,2013-07-08T22:52:33Z,2022-10-02T05:45:46Z,418,41,Java,3795,361,https://github.com/bumptech/glide,33007
yt-dlp,2020-10-26T04:22:55Z,2022-10-02T22:30:41Z,1028,62,Python,2853,703,https://github.com/yt-dlp/yt-dlp,32964
ant-design-pro,2017-08-25T10:40:44Z,2022-10-02T13:23:47Z,909,26,TypeScript,8650,75,https://github.com/ant-design/ant-design-pro,32948
shadowsocks-android,2012-12-16T13:40:29Z,2022-10-02T17:02:03Z,244,182,Kotlin,2372,47,https://github.com/shadowsocks/shadowsocks-android,32914
phaser,2013-04-12T12:27:51Z,2022-10-02T21:36:30Z,1513,125,JavaScript,3809,155,https://github.com/photonstorm/phaser,32899
caffe,2013-09-12T18:39:48Z,2022-10-02T17:46:15Z,1087,14,C++,3891,894,https://github.com/BVLC/caffe,32882
swiper,2012-03-14T19:11:45Z,2022-10-02T22:03:08Z,511,27,JavaScript,4359,226,https://github.com/nolimits4web/swiper,32737
gulp,2013-07-04T05:26:06Z,2022-10-02T21:02:59Z,395,22,JavaScript,1846,24,https://github.com/gulpjs/gulp,32627
clipboard.js,2015-09-18T23:04:55Z,2022-10-02T15:13:14Z,111,42,JavaScript,597,5,https://github.com/zenorocha/clipboard.js,32582
uBlock,2015-04-01T17:51:11Z,2022-10-02T23:06:51Z,203,247,JavaScript,3416,35,https://github.com/gorhill/uBlock,32564
og-aws,2016-07-13T17:30:16Z,2022-10-02T21:46:06Z,498,0,Shell,86,136,https://github.com/open-guides/og-aws,32560
awesome-react-components,2016-06-24T15:19:33Z,2022-10-02T22:28:17Z,279,0,,41,1,https://github.com/brillout/awesome-react-components,32496
open-source-mac-os-apps,2017-11-03T02:35:33Z,2022-10-02T22:25:41Z,482,0,Swift,131,38,https://github.com/serhii-londar/open-source-mac-os-apps,32366
joplin,2017-01-16T21:49:41Z,2022-10-02T21:30:38Z,1442,266,TypeScript,4532,273,https://github.com/laurent22/joplin,32314
immutable-js,2014-07-02T06:02:29Z,2022-10-02T15:44:54Z,445,62,TypeScript,1115,97,https://github.com/immutable-js/immutable-js,32259
hiring-without-whiteboards,2017-03-15T05:09:01Z,2022-10-02T21:33:46Z,1126,0,JavaScript,0,0,https://github.com/poteto/hiring-without-whiteboards,32213
react-use,2018-10-27T10:16:05Z,2022-10-02T23:02:38Z,1470,249,TypeScript,221,288,https://github.com/streamich/react-use,32209
material-design-lite,2015-01-14T22:01:33Z,2022-10-01T17:06:34Z,655,14,HTML,1809,363,https://github.com/google/material-design-lite,32096
leetcode-master,2019-12-14T12:05:42Z,2022-10-02T23:41:57Z,1401,0,,42,91,https://github.com/youngyangyang04/leetcode-master,32079
tutorials,2013-04-29T18:26:36Z,2022-10-02T21:04:15Z,8784,0,Java,596,30,https://github.com/eugenp/tutorials,32077
json,2013-07-04T08:47:49Z,2022-10-02T23:46:06Z,646,43,C++,2013,24,https://github.com/nlohmann/json,32017
awesome-react-native,2015-03-26T19:58:06Z,2022-10-02T17:02:46Z,912,0,JavaScript,34,32,https://github.com/jondot/awesome-react-native,31957
open-source-ios-apps,2015-01-26T23:32:34Z,2022-10-02T22:21:08Z,709,37,,240,1,https://github.com/dkhamsing/open-source-ios-apps,31917
jadx,2013-03-18T17:08:21Z,2022-10-02T16:18:31Z,355,25,Java,1016,257,https://github.com/skylot/jadx,31763
nativefier,2015-07-05T05:56:42Z,2022-10-02T19:13:25Z,250,93,TypeScript,957,186,https://github.com/nativefier/nativefier,31759
styleguide,2015-05-20T19:18:59Z,2022-10-02T19:19:43Z,140,0,HTML,114,185,https://github.com/google/styleguide,31757
taro,2018-04-08T09:32:26Z,2022-10-02T11:24:08Z,2295,132,TypeScript,8173,857,https://github.com/NervJS/taro,31659
tabler,2018-02-01T09:08:59Z,2022-10-02T20:58:46Z,310,34,HTML,560,49,https://github.com/tabler/tabler,31634
clash,2018-06-10T14:28:14Z,2022-10-02T20:51:20Z,247,46,Go,1525,64,https://github.com/Dreamacro/clash,31496
powerlevel10k,2019-02-24T19:09:45Z,2022-10-02T23:52:39Z,115,29,Shell,1844,22,https://github.com/romkatv/powerlevel10k,31463
sheetjs,2012-12-03T19:25:52Z,2022-10-02T20:04:56Z,111,0,JavaScript,2260,114,https://github.com/SheetJS/sheetjs,31386
XX-Net,2015-01-15T09:35:51Z,2022-10-02T22:25:50Z,359,336,Python,5246,7824,https://github.com/XX-net/XX-Net,31383
gold-miner,2015-11-04T03:29:13Z,2022-10-02T16:54:03Z,3507,0,,5498,3,https://github.com/xitu/gold-miner,31355
iina,2016-12-19T07:18:45Z,2022-10-02T20:06:22Z,420,39,Swift,1798,1341,https://github.com/iina/iina,31342
monaco-editor,2016-06-07T16:56:31Z,2022-10-02T23:47:48Z,196,0,JavaScript,2212,763,https://github.com/microsoft/monaco-editor,31328
carbon,2017-06-16T02:50:28Z,2022-10-02T18:59:09Z,629,215,JavaScript,588,21,https://github.com/carbon-app/carbon,31309
yolov5,2020-05-18T03:45:11Z,2022-10-02T22:33:30Z,1705,9,Python,6399,305,https://github.com/ultralytics/yolov5,31274
formik,2017-06-14T19:50:59Z,2022-10-02T23:11:09Z,743,170,TypeScript,1494,618,https://github.com/jaredpalmer/formik,31263
the-way-to-go_ZH_CN,2013-03-24T17:18:38Z,2022-10-02T16:21:30Z,592,0,Go,0,0,https://github.com/unknwon/the-way-to-go_ZH_CN,31118
jQuery-File-Upload,2010-12-01T15:35:32Z,2022-10-02T20:02:25Z,119,0,PHP,3258,49,https://github.com/blueimp/jQuery-File-Upload,31061
android-open-project,2014-01-05T15:20:15Z,2022-10-02T18:59:15Z,201,0,,69,11,https://github.com/Trinea/android-open-project,31058
Made-With-ML,2018-11-05T03:44:27Z,2022-10-02T18:03:44Z,140,0,Jupyter Notebook,38,0,https://github.com/GokuMohandas/Made-With-ML,31047
react-hook-form,2019-03-05T23:47:10Z,2022-10-02T23:22:27Z,1679,478,TypeScript,3370,0,https://github.com/react-hook-form/react-hook-form,30848
awesome-cheatsheets,2017-11-09T02:47:15Z,2022-10-02T21:54:56Z,157,0,JavaScript,42,18,https://github.com/LeCoupa/awesome-cheatsheets,30750
arthas,2018-08-29T17:15:57Z,2022-10-02T14:59:52Z,405,46,Java,1392,200,https://github.com/alibaba/arthas,30628
devops-exercises,2019-10-03T17:31:21Z,2022-10-02T22:58:09Z,181,0,Python,45,13,https://github.com/bregman-arie/devops-exercises,30622
cheat.sh,2017-05-07T21:40:56Z,2022-10-02T22:36:19Z,122,0,Python,121,93,https://github.com/chubin/cheat.sh,30610
nocodb,2017-10-29T18:51:48Z,2022-10-02T20:46:37Z,1124,72,TypeScript,1147,403,https://github.com/nocodb/nocodb,30307
rustlings,2015-09-15T02:25:18Z,2022-10-02T21:14:19Z,547,32,Rust,341,78,https://github.com/rust-lang/rustlings,30221
zxing,2011-10-12T14:07:27Z,2022-10-02T18:59:34Z,207,28,Java,1163,5,https://github.com/zxing/zxing,30174
shellcheck,2012-11-17T03:15:11Z,2022-10-02T22:14:33Z,255,27,Haskell,1468,792,https://github.com/koalaman/shellcheck,30051
query,2019-09-10T19:23:58Z,2022-10-02T23:01:47Z,1022,416,TypeScript,1021,19,https://github.com/TanStack/query,30042
lazygit,2018-05-19T00:53:06Z,2022-10-02T21:11:38Z,808,136,Go,784,356,https://github.com/jesseduffield/lazygit,30033
cli,2019-10-03T15:24:53Z,2022-10-02T22:10:58Z,1490,92,Go,2623,392,https://github.com/cli/cli,30001
mastodon,2016-02-22T15:01:25Z,2022-10-02T13:32:08Z,10144,170,Ruby,4708,2276,https://github.com/mastodon/mastodon,29992
date-fns,2014-10-06T10:24:22Z,2022-10-02T19:31:54Z,1023,105,TypeScript,1145,342,https://github.com/date-fns/date-fns,29905
gorm,2013-10-25T08:31:38Z,2022-10-02T23:35:03Z,563,2,Go,4508,174,https://github.com/go-gorm/gorm,29852
devdocs,2013-10-24T18:16:07Z,2022-10-02T20:04:16Z,468,0,Ruby,912,117,https://github.com/freeCodeCamp/devdocs,29737
meilisearch,2018-04-23T11:45:28Z,2022-10-02T23:27:34Z,959,106,Rust,1055,63,https://github.com/meilisearch/meilisearch,29707
rustdesk,2020-09-28T15:36:08Z,2022-10-02T23:19:26Z,413,8,Rust,519,320,https://github.com/rustdesk/rustdesk,29514
vue-cli,2015-12-26T23:11:20Z,2022-10-02T20:02:29Z,1257,177,JavaScript,4520,867,https://github.com/vuejs/vue-cli,29472
typeorm,2016-02-29T07:41:14Z,2022-10-02T07:21:39Z,1706,22,TypeScript,5356,1678,https://github.com/typeorm/typeorm,29412
awesome-awesomeness,2014-07-08T05:44:19Z,2022-10-02T19:51:25Z,197,0,Ruby,51,11,https://github.com/bayandin/awesome-awesomeness,29386
Magisk,2016-09-08T12:42:53Z,2022-10-02T23:03:36Z,1090,126,C++,4453,30,https://github.com/topjohnwu/Magisk,29356
certbot,2014-11-12T02:52:20Z,2022-10-02T20:02:32Z,3510,33,Python,4524,525,https://github.com/certbot/certbot,29313
foundation-sites,2011-10-13T23:05:42Z,2022-09-29T19:11:48Z,2950,76,HTML,8126,28,https://github.com/foundation/foundation-sites,29307
vim-plug,2013-09-10T14:58:51Z,2022-10-02T23:36:48Z,164,5,Vim Script,856,98,https://github.com/junegunn/vim-plug,29270
black,2018-03-14T19:54:45Z,2022-10-02T22:32:24Z,1009,22,Python,1733,316,https://github.com/psf/black,29262
zju-icicles,2016-06-28T16:17:32Z,2022-10-02T20:25:44Z,164,0,HTML,45,9,https://github.com/QSCTech/zju-icicles,29250
bypass-paywalls-chrome,2018-04-07T20:33:19Z,2022-10-02T21:10:33Z,127,32,JavaScript,997,0,https://github.com/iamadamdev/bypass-paywalls-chrome,29232
COVID-19,2020-02-04T22:03:53Z,2022-10-02T23:26:17Z,1779,0,,2009,1652,https://github.com/CSSEGISandData/COVID-19,29026
phantomjs,2010-12-27T08:18:58Z,2022-10-02T23:03:41Z,562,0,C++,4732,12,https://github.com/ariya/phantomjs,29015
awesome-rust,2014-07-17T10:45:10Z,2022-10-02T21:26:50Z,1069,0,Rust,101,9,https://github.com/rust-unofficial/awesome-rust,28923
pyenv,2012-08-31T06:57:52Z,2022-10-02T22:56:29Z,687,60,Roff,1477,31,https://github.com/pyenv/pyenv,28915
awesome-javascript,2014-07-01T15:59:02Z,2022-10-02T23:21:20Z,360,0,,79,2,https://github.com/sorrycc/awesome-javascript,28911
beego,2012-02-29T02:32:08Z,2022-10-02T14:00:01Z,1144,18,Go,3192,23,https://github.com/beego/beego,28911
starship,2019-04-02T03:23:12Z,2022-10-02T20:54:08Z,2010,113,Rust,1219,371,https://github.com/starship/starship,28883
chakra-ui,2019-08-17T14:27:54Z,2022-10-02T23:50:33Z,1984,2446,TypeScript,2787,62,https://github.com/chakra-ui/chakra-ui,28878
mitmproxy,2010-02-16T04:10:13Z,2022-10-02T21:16:20Z,1926,46,Python,2665,244,https://github.com/mitmproxy/mitmproxy,28831
cobra,2013-09-03T20:40:26Z,2022-10-02T18:51:27Z,488,17,Go,840,104,https://github.com/spf13/cobra,28831
react-boilerplate,2015-02-18T14:36:32Z,2022-10-02T21:31:13Z,715,16,JavaScript,1822,59,https://github.com/react-boilerplate/react-boilerplate,28756
gym,2016-04-27T14:59:16Z,2022-10-02T21:20:50Z,994,18,Python,1654,24,https://github.com/openai/gym,28706
dbeaver,2015-10-21T08:26:28Z,2022-10-02T22:06:47Z,2834,160,Java,11764,1557,https://github.com/dbeaver/dbeaver,28548
wtfjs,2017-07-14T15:42:12Z,2022-10-02T23:21:31Z,119,25,JavaScript,94,7,https://github.com/denysdovhan/wtfjs,28501
marked,2011-07-24T13:15:51Z,2022-10-02T19:41:52Z,886,77,JavaScript,1227,39,https://github.com/markedjs/marked,28374
metasploit-framework,2011-08-30T06:13:20Z,2022-10-02T21:13:03Z,9423,0,Ruby,4789,497,https://github.com/rapid7/metasploit-framework,28349
acme.sh,2015-12-26T12:56:33Z,2022-10-02T21:05:16Z,1177,37,Shell,1765,749,https://github.com/acmesh-official/acme.sh,28262
act,2019-01-02T19:53:43Z,2022-10-02T22:56:48Z,495,41,Go,655,73,https://github.com/nektos/act,28172
react-beautiful-dnd,2017-08-09T03:37:15Z,2022-10-02T22:00:27Z,523,68,JavaScript,1013,485,https://github.com/atlassian/react-beautiful-dnd,28161
graphql-engine,2018-06-18T07:57:36Z,2022-10-02T16:05:16Z,2109,156,TypeScript,3363,1800,https://github.com/hasura/graphql-engine,28102
tesseract.js,2015-06-24T02:49:52Z,2022-10-02T20:04:55Z,105,35,JavaScript,466,49,https://github.com/naptha/tesseract.js,28086
AppFlowy,2021-06-16T12:56:48Z,2022-10-02T23:49:06Z,570,15,Dart,223,260,https://github.com/AppFlowy-IO/AppFlowy,27970
todomvc,2011-06-03T19:56:33Z,2022-10-02T16:45:34Z,719,5,JavaScript,629,132,https://github.com/tastejs/todomvc,27967
carbon-lang,2020-04-27T21:45:16Z,2022-10-02T23:26:35Z,1309,0,C++,289,153,https://github.com/carbon-language/carbon-lang,27936
backbone,2010-09-30T19:41:28Z,2022-10-01T06:12:40Z,858,0,JavaScript,2351,44,https://github.com/jashkenas/backbone,27921
leakcanary,2015-04-29T23:54:16Z,2022-10-02T07:09:06Z,829,30,Kotlin,1365,78,https://github.com/square/leakcanary,27899
googletest,2015-07-28T15:07:53Z,2022-10-02T16:44:56Z,735,5,C++,1770,231,https://github.com/google/googletest,27890
500lines,2013-11-04T02:02:53Z,2022-10-02T23:44:11Z,175,0,JavaScript,39,30,https://github.com/aosabook/500lines,27837
vuex,2015-07-16T04:21:26Z,2022-10-02T10:19:57Z,653,51,JavaScript,1157,86,https://github.com/vuejs/vuex,27790
rxjs,2015-03-15T06:17:10Z,2022-10-02T21:15:39Z,2451,0,TypeScript,2844,203,https://github.com/ReactiveX/rxjs,27781
husky,2014-06-23T12:14:21Z,2022-10-02T22:40:47Z,189,58,JavaScript,841,15,https://github.com/typicode/husky,27765
async,2010-06-01T21:01:30Z,2022-10-02T20:01:50Z,478,7,JavaScript,1098,5,https://github.com/caolan/async,27691
slick,2014-03-24T02:10:05Z,2022-10-02T21:54:55Z,236,48,JavaScript,2378,1140,https://github.com/kenwheeler/slick,27680
aria2,2010-11-27T09:41:48Z,2022-10-02T22:20:49Z,206,23,C++,753,907,https://github.com/aria2/aria2,27609
lottie-web,2015-02-20T21:02:59Z,2022-10-02T23:08:20Z,111,0,JavaScript,1814,841,https://github.com/airbnb/lottie-web,27506
standard,2015-01-27T01:23:31Z,2022-10-02T20:19:28Z,399,4,JavaScript,1106,78,https://github.com/standard/standard,27496
awesome-php,2013-11-26T03:14:19Z,2022-10-02T20:02:41Z,386,0,,120,2,https://github.com/ziadoz/awesome-php,27374
compose,2013-12-09T11:40:58Z,2022-10-02T20:55:29Z,2400,180,Go,6101,363,https://github.com/docker/compose,27351
project-guidelines,2017-06-30T10:17:55Z,2022-10-02T20:02:45Z,113,0,JavaScript,28,9,https://github.com/elsewhencode/project-guidelines,27349
apollo,2016-03-04T10:24:23Z,2022-10-02T08:53:34Z,1248,37,Java,2758,124,https://github.com/apolloconfig/apollo,27337
legacy-homebrew,2009-05-20T19:38:37Z,2022-10-02T03:29:27Z,222,0,,17034,0,https://github.com/Homebrew/legacy-homebrew,27226
linux-insides,2015-01-03T18:44:57Z,2022-10-02T23:07:06Z,569,0,Python,152,24,https://github.com/0xAX/linux-insides,27141
composer,2011-06-08T08:53:00Z,2022-10-02T20:02:47Z,2546,167,PHP,7083,113,https://github.com/composer/composer,26964
swift-algorithm-club,2016-01-26T17:56:12Z,2022-10-02T16:41:40Z,608,0,Swift,181,29,https://github.com/raywenderlich/swift-algorithm-club,26944
webtorrent,2013-10-15T08:16:40Z,2022-10-02T20:58:45Z,594,78,JavaScript,1426,106,https://github.com/webtorrent/webtorrent,26919
curl,2010-03-18T22:32:22Z,2022-10-02T23:40:56Z,154,61,C,3469,28,https://github.com/curl/curl,26815
sequelize,2010-07-22T07:11:11Z,2022-10-02T21:38:24Z,3497,421,JavaScript,9086,765,https://github.com/sequelize/sequelize,26806
html2canvas,2011-07-16T01:05:58Z,2022-10-02T08:03:41Z,186,45,TypeScript,1630,782,https://github.com/niklasvh/html2canvas,26781
postcss,2013-09-24T23:06:48Z,2022-10-02T15:45:06Z,689,229,TypeScript,873,13,https://github.com/postcss/postcss,26734
LeetCode-Go,2017-07-18T00:06:14Z,2022-10-02T16:59:25Z,169,4,Go,54,9,https://github.com/halfrost/LeetCode-Go,26722
pandoc,2010-03-20T20:34:23Z,2022-10-02T15:23:07Z,1351,112,Haskell,5684,789,https://github.com/jgm/pandoc,26612
underscore,2009-10-25T18:31:06Z,2022-10-02T10:08:45Z,739,0,JavaScript,1380,30,https://github.com/jashkenas/underscore,26606
Faker,2011-10-14T22:49:02Z,2022-10-02T19:28:48Z,824,12,PHP,494,76,https://github.com/fzaninotto/Faker,26599
weui,2014-12-18T04:09:54Z,2022-10-01T22:11:27Z,187,37,HTML,613,41,https://github.com/Tencent/weui,26558
layui,2015-09-22T08:12:03Z,2022-10-02T09:13:17Z,121,62,JavaScript,580,8,https://github.com/layui/layui,26500
awesome-macos-command-line,2015-09-22T19:37:55Z,2022-10-02T19:23:36Z,104,0,,0,0,https://github.com/herrbischoff/awesome-macos-command-line,26309
Awesome-Design-Tools,2019-02-12T13:55:30Z,2022-10-02T22:21:17Z,283,0,JavaScript,25,3,https://github.com/goabstract/Awesome-Design-Tools,26298
interactive-coding-challenges,2015-04-28T21:36:39Z,2022-10-02T18:02:01Z,176,0,Python,31,33,https://github.com/donnemartin/interactive-coding-challenges,26245
algo,2016-05-15T03:42:48Z,2022-10-02T18:31:07Z,500,2,Jinja,1386,118,https://github.com/trailofbits/algo,26193
druid,2011-11-03T05:12:51Z,2022-10-02T09:23:47Z,983,45,Java,1359,2314,https://github.com/alibaba/druid,26081
Charts,2015-03-20T10:49:12Z,2022-10-02T18:59:21Z,402,36,Swift,3296,776,https://github.com/danielgindi/Charts,26037
diagrams,2020-02-02T15:23:24Z,2022-10-02T22:40:56Z,192,36,Python,156,232,https://github.com/mingrammer/diagrams,26015
REKCARC-TSC-UHT,2019-04-05T03:31:23Z,2022-10-02T17:01:18Z,110,0,HTML,24,0,https://github.com/PKUanonym/REKCARC-TSC-UHT,26011
uppy,2015-11-16T12:32:33Z,2022-10-02T18:49:50Z,2040,41,JavaScript,1810,80,https://github.com/transloadit/uppy,25912
ccxt,2017-05-14T15:41:56Z,2022-10-02T23:16:23Z,6454,0,JavaScript,7009,535,https://github.com/ccxt/ccxt,25821
drone,2014-02-07T07:54:44Z,2022-10-02T22:56:24Z,963,22,Go,1723,46,https://github.com/harness/drone,25808
appwrite,2019-04-08T16:36:25Z,2022-10-02T22:48:43Z,1602,48,TypeScript,1232,378,https://github.com/appwrite/appwrite,25808
n8n,2019-06-22T09:24:21Z,2022-10-02T22:32:09Z,2292,0,TypeScript,647,119,https://github.com/n8n-io/n8n,25756
mobx,2015-03-14T14:31:38Z,2022-10-02T21:51:06Z,1007,80,TypeScript,1820,13,https://github.com/mobxjs/mobx,25732
rethinkdb,2012-10-30T05:37:47Z,2022-10-01T18:59:04Z,438,70,C++,5016,1340,https://github.com/rethinkdb/rethinkdb,25706
learnGitBranching,2012-08-13T22:36:09Z,2022-10-02T22:07:02Z,501,0,JavaScript,403,16,https://github.com/pcottle/learnGitBranching,25699
calculator,2019-01-28T17:55:49Z,2022-10-02T18:27:18Z,776,0,C++,632,263,https://github.com/microsoft/calculator,25697
NeteaseCloudMusicApi,2016-06-22T11:58:03Z,2022-10-02T15:20:37Z,241,163,JavaScript,1119,78,https://github.com/Binaryify/NeteaseCloudMusicApi,25682
butterknife,2013-03-05T08:18:59Z,2022-09-29T04:01:38Z,346,0,Java,1079,97,https://github.com/JakeWharton/butterknife,25677
Sortable,2013-12-19T10:10:13Z,2022-10-02T13:05:53Z,242,24,JavaScript,1275,380,https://github.com/SortableJS/Sortable,25637
request,2011-01-23T01:25:14Z,2022-10-01T21:51:04Z,650,0,JavaScript,2166,62,https://github.com/request/request,25537
cheerio,2011-10-09T04:23:20Z,2022-10-02T12:26:27Z,1259,57,TypeScript,1082,17,https://github.com/cheeriojs/cheerio,25516
fetch,2014-10-13T00:26:19Z,2022-09-30T22:28:15Z,146,38,JavaScript,576,27,https://github.com/github/fetch,25462
select2,2012-03-04T18:43:12Z,2022-10-02T10:00:13Z,692,29,JavaScript,4653,64,https://github.com/select2/select2,25443
python-guide,2011-03-15T03:24:20Z,2022-10-02T21:58:38Z,680,0,Batchfile,173,93,https://github.com/realpython/python-guide,25396
codemirror5,2011-01-14T13:44:03Z,2022-10-02T17:43:21Z,576,164,JavaScript,3730,379,https://github.com/codemirror/codemirror5,25371
Modernizr,2009-09-25T20:13:23Z,2022-10-02T10:02:07Z,789,25,JavaScript,1309,167,https://github.com/Modernizr/Modernizr,25328
easyexcel,2018-02-06T03:14:08Z,2022-10-02T20:19:47Z,111,1,Java,2242,190,https://github.com/alibaba/easyexcel,25284
react-select,2014-08-26T04:27:45Z,2022-10-02T20:14:00Z,961,33,TypeScript,3125,214,https://github.com/JedWatson/react-select,25201
jsPDF,2009-12-06T14:56:32Z,2022-10-02T20:03:00Z,699,32,JavaScript,2136,136,https://github.com/parallax/jsPDF,25200
PaddleOCR,2020-05-08T10:38:16Z,2022-10-02T22:30:51Z,1912,6,Python,4426,1022,https://github.com/PaddlePaddle/PaddleOCR,25100
OpenAPI-Specification,2014-03-03T16:53:36Z,2022-10-02T22:48:38Z,722,10,JavaScript,1394,500,https://github.com/OAI/OpenAPI-Specification,25063
yapi,2016-05-30T09:09:09Z,2022-10-01T12:01:39Z,140,1,JavaScript,895,1438,https://github.com/YMFE/yapi,25063
fastify,2016-09-28T19:10:14Z,2022-10-02T19:35:28Z,2142,235,JavaScript,1499,41,https://github.com/fastify/fastify,25063
gitbook,2014-03-31T03:01:56Z,2022-10-02T12:56:13Z,214,0,JavaScript,0,0,https://github.com/GitbookIO/gitbook,25051
openpose,2017-04-24T14:06:31Z,2022-10-02T16:27:54Z,162,15,C++,1635,185,https://github.com/CMU-Perceptual-Computing-Lab/openpose,25028
fastjson,2011-11-03T06:58:52Z,2022-10-02T02:52:44Z,418,84,Java,1628,1800,https://github.com/alibaba/fastjson,25010
awesome-shell,2014-07-07T01:57:42Z,2022-10-02T22:19:58Z,288,0,,19,28,https://github.com/alebcay/awesome-shell,24989
ace,2010-10-27T10:43:36Z,2022-10-02T15:29:32Z,1497,21,JavaScript,2727,123,https://github.com/ajaxorg/ace,24921
Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,2013-01-14T15:46:28Z,2022-10-02T21:41:48Z,240,0,Jupyter Notebook,88,148,https://github.com/CamDavidsonPilon/Probabilistic-Programming-and-Bayesian-Methods-for-Hackers,24849
mongoose,2010-04-06T21:39:05Z,2022-10-02T23:35:30Z,1994,55,JavaScript,9433,285,https://github.com/Automattic/mongoose,24840
type-challenges,2020-07-23T14:33:11Z,2022-10-02T22:03:22Z,388,0,TypeScript,1417,15107,https://github.com/type-challenges/type-challenges,24823
sqlmap,2012-06-26T09:52:15Z,2022-10-02T22:28:50Z,140,7,Python,4707,53,https://github.com/sqlmapproject/sqlmap,24789
selenium,2013-01-14T21:40:56Z,2022-10-02T21:32:37Z,1072,77,Java,8294,84,https://github.com/SeleniumHQ/selenium,24780
fd,2017-05-09T21:27:10Z,2022-10-02T23:49:59Z,373,29,Rust,591,66,https://github.com/sharkdp/fd,24749
nylas-mail,2014-10-16T18:29:12Z,2022-10-02T23:15:49Z,139,53,JavaScript,2436,984,https://github.com/nylas/nylas-mail,24695
nodemon,2010-10-03T12:50:52Z,2022-10-02T20:53:07Z,294,86,JavaScript,1555,6,https://github.com/remy/nodemon,24479
Files,2019-01-04T18:19:14Z,2022-10-02T23:50:49Z,2921,69,C#,6016,624,https://github.com/files-community/Files,24408
vagrant,2010-01-21T08:34:27Z,2022-10-02T20:03:02Z,2536,1,Ruby,8572,655,https://github.com/hashicorp/vagrant,24392
reactjs-interview-questions,2018-05-31T17:17:01Z,2022-10-02T22:51:56Z,102,0,JavaScript,54,7,https://github.com/sudheerj/reactjs-interview-questions,24356
SDWebImage,2009-09-21T17:39:19Z,2022-10-02T05:37:21Z,826,113,Objective-C,2103,39,https://github.com/SDWebImage/SDWebImage,24324
spaCy,2014-07-03T15:15:40Z,2022-10-02T23:41:03Z,2977,100,Python,5154,73,https://github.com/explosion/spaCy,24301
YouCompleteMe,2012-04-16T03:12:14Z,2022-10-02T16:28:24Z,720,0,Python,3136,5,https://github.com/ycm-core/YouCompleteMe,24287
hacker-laws,2018-01-25T03:46:34Z,2022-10-02T18:17:17Z,165,1,Shell,69,128,https://github.com/dwmkerr/hacker-laws,24257
react-virtualized,2015-11-03T00:48:07Z,2022-10-02T10:58:47Z,453,4,JavaScript,716,424,https://github.com/bvaughn/react-virtualized,24242
django-rest-framework,2011-03-02T17:13:56Z,2022-10-02T23:29:40Z,2743,14,Python,3675,96,https://github.com/encode/django-rest-framework,24205
canal,2013-01-13T10:59:52Z,2022-10-02T11:34:19Z,397,25,Java,3022,796,https://github.com/alibaba/canal,24177
yew,2017-12-16T14:19:02Z,2022-10-02T23:18:25Z,1373,30,Rust,981,82,https://github.com/yewstack/yew,24170
the_silver_searcher,2011-11-19T19:50:47Z,2022-10-02T16:19:09Z,399,0,C,406,407,https://github.com/ggreer/the_silver_searcher,24165
react-spring,2018-03-07T15:39:32Z,2022-10-02T20:37:44Z,317,42,TypeScript,1045,64,https://github.com/pmndrs/react-spring,24127
